es_id,row_id,report_group,study,outcome_subject,grade_band,g,v,se,n_t,n_c,n_clusters,icc_assumed,cluster_adjusted,pretest_adjusted,extraction_method,source_stat,page_ref,extractor,confidence,notes
F0241,96,reinke et al. 2018,Reinke et al. 2018,STEM,Mixed,-0.204,0.034708,0.1863,541,1193,40,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0242,96,reinke et al. 2018,Reinke et al. 2018,STEM,Mixed,-0.1271,0.025091,0.1584,1474,1467,37,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0243,97,resendez&azin 2009,Resendez & Azin 2009,STEM,Mixed,0.0866,0.004816,0.0694,902,599,35,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0244,97,resendez&azin 2009,Resendez & Azin 2009,Reading,Mixed,-0.0712,0.034003,0.1844,367,664,42,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0245,97,resendez&azin 2009,Resendez & Azin 2009,Other,Mixed,0.044,0.007903,0.0889,1245,1175,29,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0246,97,resendez&azin 2009,Resendez & Azin 2009,STEM,Mixed,0.0963,0.015851,0.1259,1343,1128,100,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0247,98,resendez&azin 2012,Resendez & Azin 2012,STEM,K-2,0.3788,0.014424,0.1201,82,1264,74,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0248,98,resendez&azin 2012,Resendez & Azin 2012,Reading,K-2,0.1324,0.008464,0.092,1344,810,85,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0249,98,resendez&azin 2012,Resendez & Azin 2012,Reading,K-2,0.1321,0.040844,0.2021,504,941,80,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0250,99,robinson-smith et al. 2018,Robinson-Smith et al. 2018,Reading,Pre-k,0.2024,0.002767,0.0526,312,230,87,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0251,99,robinson-smith et al. 2018,Robinson-Smith et al. 2018,Reading,Pre-k,0.4216,0.028056,0.1675,334,574,33,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0252,100,rose 2017,Rose 2017,Reading,3-6,-0.0208,0.002632,0.0513,1102,759,83,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0253,100,rose 2017,Rose 2017,STEM,3-6,0.0616,0.012792,0.1131,1447,1323,70,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0254,100,rose 2017,Rose 2017,Reading,3-6,0.0287,0.003136,0.056,391,68,109,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0255,101,rudd et al. 2017,Rudd et al. 2017,Other,3-6,0.1008,0.00255,0.0505,865,161,51,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0256,102,rutherford et al. 2014,Rutherford et al. 2014,Reading,3-6,0.2992,0.032942,0.1815,738,642,89,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0257,102,rutherford et al. 2014,Rutherford et al. 2014,Reading,3-6,0.1736,0.01006,0.1003,965,539,115,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0258,103,savage et al. 2013,Savage et al. 2013,Reading,K-2,0.0565,0.041616,0.204,361,931,85,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0259,104,schmidt et al. 2020,Schmidt et al. 2020,STEM,3-6,0.1251,0.01092,0.1045,449,1010,52,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0260,104,schmidt et al. 2020,Schmidt et al. 2020,STEM,3-6,0.1543,0.046053,0.2146,702,879,112,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0261,104,schmidt et al. 2020,Schmidt et al. 2020,Reading,3-6,0.102,0.002621,0.0512,1238,498,46,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0262,105,schneider et al. 2021,Schneider et al. 2021,Reading,7-12,0.2584,0.007517,0.0867,975,735,94,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0263,105,schneider et al. 2021,Schneider et al. 2021,Reading,7-12,0.5032,0.02259,0.1503,774,609,84,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0264,105,schneider et al. 2021,Schneider et al. 2021,STEM,7-12,0.3728,0.004436,0.0666,1018,1365,25,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0265,106,schoen et al. 2020,Schoen et al. 2020,STEM,K-2,-0.108,0.014738,0.1214,107,118,72,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0266,106,schoen et al. 2020,Schoen et al. 2020,Reading,K-2,-0.0646,0.011837,0.1088,1218,1282,66,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0267,106,schoen et al. 2020,Schoen et al. 2020,STEM,K-2,-0.3661,0.043765,0.2092,784,397,102,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0268,106,schoen et al. 2020,Schoen et al. 2020,Reading,K-2,-0.1557,0.037947,0.1948,970,791,67,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0269,107,shechtman et al. 2019,Shechtman et al. 2019,STEM,3-6,0.0695,0.023165,0.1522,115,1387,46,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0270,107,shechtman et al. 2019,Shechtman et al. 2019,Reading,3-6,-0.2667,0.047611,0.2182,323,1337,67,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0271,108,simmons et al. 2011,Simmons et al. 2011,Reading,K-2,0.1004,0.00552,0.0743,657,881,38,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0272,109,sloan et al. 2018,Sloan et al. 2018,Reading,K-2,0.2023,0.033124,0.182,1077,535,24,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0273,110,smith et al. 2016,Smith et al. 2016,Reading,K-2,-0.3205,0.031294,0.1769,657,1034,58,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0274,110,smith et al. 2016,Smith et al. 2016,Reading,K-2,0.0691,0.005271,0.0726,155,450,103,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0275,110,smith et al. 2016,Smith et al. 2016,Reading,K-2,0.2357,0.046872,0.2165,233,450,72,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0276,111,somers et al. 2010,Somers et al. 2010,STEM,7-12,-0.2211,0.036826,0.1919,247,519,86,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0277,111,somers et al. 2010,Somers et al. 2010,Reading,7-12,0.1053,0.003684,0.0607,548,189,95,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0278,111,somers et al. 2010,Somers et al. 2010,Reading,7-12,0.0523,0.003919,0.0626,463,555,27,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0279,112,somers et al. 2010,Somers et al. 2010,Reading,7-12,0.0457,0.047699,0.2184,1060,881,78,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0280,113,song et al. 2021,Song et al. 2021,Reading,Mixed,0.122,0.006022,0.0776,841,670,36,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0281,113,song et al. 2021,Song et al. 2021,Reading,Mixed,0.1011,0.004706,0.0686,418,352,106,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0282,113,song et al. 2021,Song et al. 2021,Reading,Mixed,0.0269,0.03052,0.1747,94,1202,108,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0283,113,song et al. 2021,Song et al. 2021,STEM,Mixed,0.0044,0.034373,0.1854,195,1391,110,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0284,114,speckesser et al. 2018,Speckesser et al. 2018,Reading,7-12,0.1572,0.016205,0.1273,1425,547,41,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0285,115,stevens&slavin 1995,Stevens & Slavin 1995,Other,Mixed,0.2257,0.034262,0.1851,173,859,31,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0286,116,stokes et al. 2018,Stokes et al. 2018,Reading,K-2,0.1866,0.042066,0.2051,597,1097,97,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0287,117,styles et al. 2014,Styles et al. 2014,Reading,3-6,0.2644,0.004928,0.0702,1348,1343,93,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0288,117,styles et al. 2014,Styles et al. 2014,Reading,3-6,0.3895,0.029653,0.1722,1440,360,71,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0289,118,sutherland et al. 2019,Sutherland et al. 2019,STEM,3-6,-0.004,0.004775,0.0691,1405,1487,78,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0290,118,sutherland et al. 2019,Sutherland et al. 2019,Reading,3-6,-0.0826,0.01199,0.1095,177,1069,20,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0291,118,sutherland et al. 2019,Sutherland et al. 2019,STEM,3-6,-0.0023,0.005271,0.0726,942,1052,64,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0292,118,sutherland et al. 2019,Sutherland et al. 2019,STEM,3-6,0.0316,0.0101,0.1005,471,1028,48,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0293,119,taylor et al. 2015,Taylor et al. 2015,STEM,7-12,0.0924,0.0398,0.1995,776,1391,44,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0294,119,taylor et al. 2015,Taylor et al. 2015,Reading,7-12,0.2055,0.01311,0.1145,1113,334,30,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0295,120,thiede et al. 2018,Thiede et al. 2018,Reading,Mixed,-0.2031,0.013806,0.1175,844,1056,66,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0296,120,thiede et al. 2018,Thiede et al. 2018,STEM,Mixed,0.0538,0.008263,0.0909,278,1476,111,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0297,120,thiede et al. 2018,Thiede et al. 2018,Reading,Mixed,0.2065,0.01486,0.1219,1479,1004,69,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0298,120,thiede et al. 2018,Thiede et al. 2018,STEM,Mixed,0.0614,0.009467,0.0973,298,777,29,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0299,121,thiede et al. 2018,Thiede et al. 2018,STEM,Mixed,0.1793,0.012724,0.1128,983,1359,28,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0300,122,thiede et al. 2018,Thiede et al. 2018,STEM,Mixed,-0.0049,0.007569,0.087,1363,1240,117,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0301,122,thiede et al. 2018,Thiede et al. 2018,STEM,Mixed,-0.2994,0.030137,0.1736,1083,268,83,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0302,123,thurston 2016,Thurston 2016,Reading,Mixed,-0.2674,0.04008,0.2002,175,1380,86,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0303,123,thurston 2016,Thurston 2016,STEM,Mixed,0.1004,0.010282,0.1014,1057,358,83,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0304,123,thurston 2016,Thurston 2016,STEM,Mixed,0.0776,0.027192,0.1649,1302,478,52,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0305,123,thurston 2016,Thurston 2016,Reading,Mixed,0.0862,0.003881,0.0623,797,194,57,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0306,124,tolan et al. 2020,Tolan et al. 2020,Reading,Mixed,0.1477,0.004436,0.0666,504,527,77,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0307,125,vaughn et al. 2022,Vaughn et al. 2022,Reading,3-6,-0.082,0.013877,0.1178,683,87,22,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0308,126,vaughn et al. 2022,Vaughn et al. 2022,STEM,3-6,0.0192,0.029998,0.1732,506,1217,114,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0309,126,vaughn et al. 2022,Vaughn et al. 2022,Reading,3-6,0.1599,0.040441,0.2011,1445,1172,33,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0310,126,vaughn et al. 2022,Vaughn et al. 2022,STEM,3-6,0.0775,0.023043,0.1518,981,101,111,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0311,127,vernon-feagans et al. 2013,Vernon-Feagans et al. 2013,Reading,K-2,0.1327,0.011513,0.1073,554,594,118,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0312,127,vernon-feagans et al. 2013,Vernon-Feagans et al. 2013,STEM,K-2,0.0754,0.021904,0.148,844,1326,119,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0313,127,vernon-feagans et al. 2013,Vernon-Feagans et al. 2013,STEM,K-2,0.3569,0.031188,0.1766,1493,331,53,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0314,127,vernon-feagans et al. 2013,Vernon-Feagans et al. 2013,Reading,K-2,0.2245,0.010774,0.1038,619,895,85,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0315,128,vignoles et al. 2015,Vignoles et al. 2015,Reading,K-2,-0.2048,0.005141,0.0717,828,1389,26,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0316,128,vignoles et al. 2015,Vignoles et al. 2015,STEM,K-2,-0.3188,0.0402,0.2005,1075,1116,112,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0317,128,vignoles et al. 2015,Vignoles et al. 2015,STEM,K-2,-0.5193,0.043556,0.2087,219,568,111,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0318,129,wakabayashi et al. 2020,Wakabayashi et al. 2020,STEM,Pre-k,-0.1558,0.021083,0.1452,1077,169,94,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0319,129,wakabayashi et al. 2020,Wakabayashi et al. 2020,Reading,Pre-k,-0.1025,0.003192,0.0565,774,512,76,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0320,129,wakabayashi et al. 2020,Wakabayashi et al. 2020,STEM,Pre-k,-0.219,0.027093,0.1646,1263,1191,104,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0321,129,wakabayashi et al. 2020,Wakabayashi et al. 2020,STEM,Pre-k,-0.4905,0.037947,0.1948,1180,1321,82,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0322,130,west et al. 2016,West et al. 2016,STEM,Mixed,0.1335,0.007157,0.0846,1431,72,119,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0323,130,west et al. 2016,West et al. 2016,Reading,Mixed,0.0366,0.01575,0.1255,524,1381,117,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0324,130,west et al. 2016,West et al. 2016,Reading,Mixed,-0.0197,0.005271,0.0726,331,1185,22,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0325,131,whittaker et al. 2020,Whittaker et al. 2020,Reading,Pre-k,0.115,0.042436,0.206,930,78,43,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0326,131,whittaker et al. 2020,Whittaker et al. 2020,Reading,Pre-k,-0.0464,0.026471,0.1627,128,896,69,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0327,132,wiggins et al. 2017,Wiggins et al. 2017,Other,Mixed,0.1671,0.024367,0.1561,208,901,106,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0328,133,wiggins et al. 2019,Wiggins et al. 2019,Reading,7-12,-0.1601,0.035006,0.1871,719,622,100,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0329,133,wiggins et al. 2019,Wiggins et al. 2019,Reading,7-12,0.0116,0.006115,0.0782,635,1453,44,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0330,133,wiggins et al. 2019,Wiggins et al. 2019,Reading,7-12,-0.0769,0.0144,0.12,926,952,93,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0331,134,wijekumar et al. 2009,Wijekumar et al. 2009,STEM,3-6,0.3745,0.006593,0.0812,1282,643,111,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0332,134,wijekumar et al. 2009,Wijekumar et al. 2009,Reading,3-6,0.2295,0.013971,0.1182,677,276,57,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0333,134,wijekumar et al. 2009,Wijekumar et al. 2009,Reading,3-6,0.1868,0.020564,0.1434,854,1226,83,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0334,134,wijekumar et al. 2009,Wijekumar et al. 2009,Reading,3-6,0.3135,0.007448,0.0863,88,745,66,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0335,135,wijekumar et al. 2017,Wijekumar et al. 2017,Reading,7-12,0.0425,0.010837,0.1041,681,507,65,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0336,135,wijekumar et al. 2017,Wijekumar et al. 2017,Other,7-12,0.0626,0.033233,0.1823,634,1427,53,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0337,135,wijekumar et al. 2017,Wijekumar et al. 2017,STEM,7-12,0.0185,0.002673,0.0517,1037,865,102,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0338,136,wolf et al. 2018,Wolf et al. 2018,STEM,Mixed,0.6047,0.023409,0.153,133,78,36,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0339,136,wolf et al. 2018,Wolf et al. 2018,Reading,Mixed,0.3439,0.003469,0.0589,829,736,35,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0340,136,wolf et al. 2018,Wolf et al. 2018,Other,Mixed,0.3167,0.006806,0.0825,1400,771,72,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0341,136,wolf et al. 2018,Wolf et al. 2018,STEM,Mixed,0.252,0.008538,0.0924,297,898,76,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0342,137,wolf et al. 2018,Wolf et al. 2018,STEM,Mixed,-0.2234,0.0196,0.14,972,1459,97,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0343,138,worth et al. 2015,Worth et al. 2015,Reading,K-2,0.1624,0.030033,0.1733,644,1105,107,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0344,138,worth et al. 2015,Worth et al. 2015,STEM,K-2,-0.1002,0.046656,0.216,1261,681,72,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0345,138,worth et al. 2015,Worth et al. 2015,Other,K-2,0.1081,0.004624,0.068,308,104,113,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0346,139,worth et al. 2015,Worth et al. 2015,STEM,K-2,0.0714,0.008798,0.0938,139,61,24,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0347,139,worth et al. 2015,Worth et al. 2015,Reading,K-2,-0.0138,0.023994,0.1549,940,1151,47,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0348,139,worth et al. 2015,Worth et al. 2015,STEM,K-2,-0.2796,0.007656,0.0875,240,614,44,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0349,140,worth et al. 2017,Worth et al. 2017,Reading,7-12,0.1955,0.008501,0.0922,1256,407,63,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0350,141,wright et al. 2020,Wright et al. 2020,Reading,Pre-k,0.2465,0.019155,0.1384,457,1208,23,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0351,141,wright et al. 2020,Wright et al. 2020,Other,Pre-k,0.2128,0.004747,0.0689,438,206,22,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0352,142,yang et al. 2020,Yang et al. 2020,Other,7-12,0.418,0.005715,0.0756,795,111,97,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0353,143,yang et al. 2020,Yang et al. 2020,Reading,7-12,0.084,0.041372,0.2034,1396,1126,71,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0354,143,yang et al. 2020,Yang et al. 2020,STEM,7-12,0.0321,0.010445,0.1022,348,1001,68,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0355,143,yang et al. 2020,Yang et al. 2020,Reading,7-12,0.2696,0.007674,0.0876,516,260,112,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
F0356,143,yang et al. 2020,Yang et al. 2020,Reading,7-12,-0.1754,0.040602,0.2015,1313,226,64,0.2,yes,yes,SYNTHETIC,SYNTHETIC,,fixture,n/a,SYNTHETIC FIXTURE -- not real data
